objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,207.8236745,0.384930654,17.63903,15.79807,14.96064,14.53908,14.22287,1404,301,4,59,4.54884E+18,GALAXY,0.02995537,4040,55605,738
1.23765E+18,207.8159017,0.391188273,18.43905,16.80897,16.0638,15.67959,15.42257,1404,301,4,59,3.37923E+17,GALAXY,0.03012799,300,51943,556
1.23765E+18,207.8407851,0.280311638,18.75714,18.54298,18.34269,18.15623,18.19277,1404,301,4,59,3.37921E+17,QSO,1.556727,300,51943,550
1.23765E+18,208.1295044,0.41788005,18.27433,16.65234,15.76924,15.36178,15.02834,1404,301,4,61,3.3793E+17,GALAXY,0.101995,300,51943,583
1.23765E+18,208.1715626,0.321221998,17.66733,16.56964,16.51627,16.55297,16.62041,1404,301,4,62,3.37931E+17,STAR,0.00013975,300,51943,584
1.23765E+18,208.3366807,0.29897472,19.40449,18.45142,18.23395,18.13784,18.17612,1404,301,4,63,3.38995E+17,STAR,0.000380197,301,51942,359
1.23765E+18,208.4028913,0.242288047,19.25297,17.39083,16.38325,15.95295,15.58988,1404,301,4,63,3.37943E+17,GALAXY,0.1148642,300,51943,628
1.23765E+18,208.690236,0.347301554,18.47838,18.04078,17.94715,17.98084,17.86343,1404,301,4,65,4.54889E+18,QSO,2.501387,4040,55605,930
1.23765E+18,208.6266841,0.378488359,18.45301,17.53699,17.00817,16.59158,16.4341,1404,301,4,65,3.37945E+17,GALAXY,0.1467156,300,51943,636
1.23765E+18,208.6629519,0.376902351,19.47523,17.66088,16.63346,16.18137,15.84998,1404,301,4,65,3.39003E+17,GALAXY,0.127598,301,51942,391
1.23765E+18,208.8435137,0.222036102,18.46558,17.3765,16.98194,16.7577,16.59041,1404,301,4,66,3.39015E+17,GALAXY,0.03044344,301,51942,432
1.23765E+18,209.0170407,0.352321637,18.82505,17.6112,17.76906,17.90757,17.97194,1404,301,4,67,3.39014E+17,STAR,-0.000205137,301,51942,430
1.23765E+18,200.5777564,1.21687828,17.86177,16.90443,16.53017,16.37989,16.31607,1404,301,6,11,3.7235E+18,STAR,-5.38E-05,3307,54970,534
1.23765E+18,200.6237897,1.216530574,17.51142,16.36962,15.89902,15.70393,15.62221,1404,301,6,11,3.7235E+18,STAR,0.000181568,3307,54970,530
1.23765E+18,200.5388716,1.104460015,18.99998,17.05362,16.14475,15.71236,15.38618,1404,301,6,11,3.33411E+17,GALAXY,0.07882494,296,51984,525
1.23765E+18,200.6163517,1.17063621,19.05459,18.01537,17.66486,17.52001,17.47378,1404,301,6,11,5.92247E+17,STAR,0.000229506,526,52312,85
1.23765E+18,200.6611281,1.175639042,19.05897,17.04826,16.02883,15.58469,15.25831,1404,301,6,11,3.34485E+17,GALAXY,0.110919,297,51959,338
1.23765E+18,200.6675559,1.19834748,19.41665,17.71199,17.0163,16.71243,16.56122,1404,301,6,11,3.72349E+18,STAR,5.58E-05,3307,54970,521
1.23765E+18,200.7760541,1.235278697,19.048,17.72367,17.17933,16.97713,16.86925,1404,301,6,12,3.72351E+18,STAR,0.000650872,3307,54970,568
1.23765E+18,200.7462582,1.221801413,19.48938,17.52411,16.59116,16.17037,15.83355,1404,301,6,12,3.33421E+17,GALAXY,0.08179151,296,51984,564
1.23765E+18,200.7545876,1.212566685,19.46086,17.69675,16.83846,16.43828,16.13466,1404,301,6,12,3.34484E+17,GALAXY,0.1110587,297,51959,334
1.23765E+18,200.7910872,1.21410123,19.52047,18.48429,18.44872,18.49703,18.61026,1404,301,6,12,3.72351E+18,STAR,0.000398518,3307,54970,578
1.23765E+18,200.8048464,1.151184783,18.30548,16.94189,16.35776,15.98748,15.76232,1404,301,6,12,3.34483E+17,GALAXY,0.06188624,297,51959,330
1.23765E+18,200.9081267,1.106892272,18.1794,16.38386,15.63098,15.30858,15.13428,1404,301,6,13,3.72351E+18,STAR,-0.000210911,3307,54970,569
1.23765E+18,200.9523729,1.113451299,19.24723,16.89068,15.85744,15.43736,15.09754,1404,301,6,13,5.92225E+17,GALAXY,0.1089744,526,52312,6
1.23765E+18,200.959448,1.051171699,18.86214,18.4661,18.69443,18.85067,19.06887,1404,301,6,13,4.56007E+18,STAR,8.82E-05,4050,55599,634
1.23765E+18,200.8817131,1.143117913,19.55094,17.60426,16.63187,16.21551,15.8827,1404,301,6,13,3.33432E+17,GALAXY,0.1083842,296,51984,601
1.23765E+18,200.925226,1.184863589,18.7169,17.03473,16.11548,15.67759,15.31383,1404,301,6,13,3.34481E+17,GALAXY,0.07868142,297,51959,321
1.23765E+18,200.9293737,1.218258789,18.24895,17.22559,16.51638,16.06788,15.76802,1404,301,6,13,3.34482E+17,QSO,0.1123706,297,51959,327
1.23765E+18,201.0325078,1.24342568,19.53727,17.56061,16.67576,16.24531,15.93339,1404,301,6,14,3.34493E+17,GALAXY,0.06172301,297,51959,365
1.23765E+18,201.0135452,1.099812245,17.08671,15.88312,15.34841,15.11445,14.98219,1404,301,6,14,3.72351E+18,STAR,-0.000322604,3307,54970,570
1.23765E+18,200.9912181,1.226003791,18.9514,17.88714,17.49349,17.19973,17.05595,1404,301,6,14,3.34496E+17,GALAXY,0.06069238,297,51959,378
1.23765E+18,201.0905134,1.147764411,19.2761,18.26225,17.82022,17.51447,17.38141,1404,301,6,14,3.34495E+17,GALAXY,0.08584101,297,51959,375
1.23765E+18,201.1982387,1.098289225,18.89955,16.59319,15.63764,15.3305,15.16263,1404,301,6,15,3.72352E+18,STAR,3.23E-05,3307,54970,609
1.23765E+18,201.254398,1.150157769,18.92052,18.03519,17.66494,17.42199,17.37952,1404,301,6,15,3.34492E+17,GALAXY,0.05718192,297,51959,362
1.23765E+18,201.1762014,1.181518968,19.29692,17.46783,16.55105,16.11742,15.75264,1404,301,6,15,3.34494E+17,GALAXY,0.07883266,297,51959,369
1.23765E+18,201.2099483,1.08224849,19.2676,17.39632,16.44669,16.03546,15.67646,1404,301,6,15,3.34492E+17,GALAXY,0.08640251,297,51959,363
1.23765E+18,201.3722591,1.067989137,19.36427,17.46557,16.43073,16.01435,15.64307,1404,301,6,16,3.34503E+17,GALAXY,0.1101657,297,51959,403
1.23765E+18,201.4380918,1.232687592,19.03443,17.09869,16.06973,15.63035,15.28005,1404,301,6,17,3.34503E+17,GALAXY,0.1105058,297,51959,401
1.23765E+18,201.4631597,1.140123008,19.03485,17.16209,16.23282,15.79441,15.45905,1404,301,6,17,3.34507E+17,GALAXY,0.07961163,297,51959,419
1.23765E+18,201.4696829,1.055437306,17.38842,16.33545,15.94851,15.74764,15.61451,1404,301,6,17,4.56011E+18,GALAXY,0.0372803,4050,55599,793
1.23765E+18,201.4796409,1.239957337,19.52312,19.52386,19.65771,19.30981,19.1322,1404,301,6,17,3.34504E+17,QSO,1.96419,297,51959,405
1.23765E+18,201.5106295,1.187736632,18.74339,16.89477,15.99743,15.57719,15.25631,1404,301,6,17,3.34507E+17,GALAXY,0.07945103,297,51959,417
1.23765E+18,201.5215911,1.236005145,19.5567,18.01885,17.24688,16.82822,16.53002,1404,301,6,17,3.34504E+17,GALAXY,0.08208442,297,51959,408
1.23765E+18,201.6005636,1.208362716,18.6292,17.75404,17.36377,17.02357,16.94105,1404,301,6,18,5.9342E+17,GALAXY,0.111805,527,52342,257
1.23765E+18,201.6918936,1.171254936,18.12484,16.9591,16.42685,16.19345,16.07019,1404,301,6,18,3.34515E+17,STAR,0.000268231,297,51959,448
1.23765E+18,201.5963122,1.250332934,19.31568,19.32514,19.10364,19.09641,19.2882,1404,301,6,18,5.93417E+17,QSO,1.233091,527,52342,245
1.23765E+18,200.290633,0.187226837,19.24688,17.99049,18.13452,18.29456,18.38078,752,301,4,379,3.72349E+18,STAR,0.000344215,3307,54970,499
1.23765E+18,200.466288,0.139377497,17.31431,15.44183,14.59834,14.21443,13.89258,752,301,4,380,3.33405E+17,GALAXY,0.03465883,296,51984,506
1.23765E+18,200.4817665,0.009669463,19.36104,16.85018,15.72296,15.34065,15.07926,752,301,4,380,3.72349E+18,STAR,-4.49E-05,3307,54970,491
1.23765E+18,200.531752,0.067320284,17.16322,15.74622,15.14628,14.91494,14.78169,752,301,4,381,3.72349E+18,STAR,-0.000185795,3307,54970,490
1.23765E+18,200.618701,0.043182403,19.30911,19.09042,19.09147,18.89449,18.8843,752,301,4,381,3.34479E+17,QSO,1.596832,297,51959,314
1.23765E+18,200.6354729,0.066365966,17.87401,16.73106,16.29333,16.13352,16.06693,752,301,4,381,3.3448E+17,STAR,5.66E-06,297,51959,319
1.23765E+18,200.6778635,0.159331594,18.41868,16.50352,15.47697,15.046,14.6768,752,301,4,381,3.3342E+17,GALAXY,0.1078505,296,51984,560
1.23765E+18,200.7691415,0.156828923,18.35523,17.15844,16.68115,16.51341,16.45299,752,301,4,382,3.34491E+17,STAR,-5.00E-05,297,51959,358
1.23765E+18,200.9716205,0.125724397,17.9214,16.95869,16.78733,16.7342,16.75364,752,301,4,383,3.7235E+18,STAR,0.000251386,3307,54970,555
1.23765E+18,200.9728229,0.083695337,17.66025,16.5186,16.05075,15.86585,15.77532,752,301,4,383,3.7235E+18,STAR,-0.000137174,3307,54970,553
1.23765E+18,200.8703305,0.076979519,19.23735,17.3859,16.48638,16.06635,15.74586,752,301,4,383,3.3342E+17,GALAXY,0.07726939,296,51984,557
1.23765E+18,200.883436,0.071812147,19.30408,17.33716,16.42008,15.99808,15.64459,752,301,4,383,3.34467E+17,GALAXY,0.07836134,297,51959,271
1.23765E+18,200.9042804,0.065744508,19.34813,18.0772,17.52786,17.29056,17.16445,752,301,4,383,3.72349E+18,STAR,0.000786296,3307,54970,506
1.23765E+18,200.9645919,0.177858773,19.48649,17.0851,16.0675,15.67311,15.42689,752,301,4,383,3.7235E+18,STAR,-0.000126069,3307,54970,554
1.23765E+18,201.0222395,0.066966366,19.06901,17.89274,17.52606,17.23906,17.20306,752,301,4,384,3.33429E+17,GALAXY,0.07752987,296,51984,592
1.23765E+18,201.1880829,0.006162164,18.94758,17.74346,17.29131,17.13229,17.08426,752,301,4,385,3.7235E+18,STAR,2.33E-05,3307,54970,557
1.23765E+18,201.2047989,0.069663786,17.69812,16.27938,15.66509,15.39363,15.2526,752,301,4,385,3.7235E+18,STAR,0.000359499,3307,54970,552
1.23765E+18,201.2725984,0.175961328,18.78142,17.70724,17.36991,17.11378,17.05153,752,301,4,385,3.34501E+17,GALAXY,0.06173803,297,51959,396
1.23765E+18,201.2830891,0.139982724,18.99334,18.00726,17.57888,17.4001,17.30935,752,301,4,386,3.72351E+18,STAR,1.49E-05,3307,54970,588
1.23765E+18,201.2926737,0.008197544,18.16629,17.02065,16.5773,16.41318,16.35454,752,301,4,386,3.72351E+18,STAR,-2.05E-06,3307,54970,593
1.23765E+18,201.2981512,0.095866869,18.13649,16.86856,16.30281,16.05372,15.93823,752,301,4,386,3.72351E+18,STAR,0.00025393,3307,54970,591
1.23765E+18,201.3248335,0.011497998,19.12383,17.22204,16.31325,15.89544,15.5649,752,301,4,386,3.33438E+17,GALAXY,0.07970625,296,51984,623
1.23765E+18,201.4887448,0.189814372,19.46386,18.50002,18.175,18.05441,18.02374,752,301,4,387,3.72351E+18,STAR,-0.000298041,3307,54970,583
1.23765E+18,201.5084369,0.073749715,19.39153,18.09544,17.57053,17.35752,17.25949,752,301,4,387,3.72352E+18,STAR,-2.89E-07,3307,54970,599
1.23765E+18,201.5315976,0.180244763,19.24574,17.24813,16.28436,15.8329,15.47112,752,301,4,387,3.34509E+17,GALAXY,0.08228271,297,51959,426
1.23765E+18,201.5431459,0.085550186,19.14795,17.08812,16.1367,15.68919,15.3414,752,301,4,387,3.34446E+17,GALAXY,0.08151768,297,51959,196
1.23765E+18,201.54972,0.143130539,19.25172,17.60332,16.70472,16.25019,15.92517,752,301,4,387,3.34446E+17,GALAXY,0.07911666,297,51959,195
1.23765E+18,201.6020154,0.036437468,18.73208,16.72331,15.77264,15.31399,14.94602,752,301,4,388,3.34447E+17,GALAXY,0.0833687,297,51959,199
1.23765E+18,201.6409094,0.156800077,17.94954,17.0378,16.59072,16.18782,16.02684,752,301,4,388,3.3444E+17,GALAXY,0.08601053,297,51959,175
1.23765E+18,201.9602053,0.199130479,19.2559,18.66195,18.35194,18.16844,17.90961,752,301,4,390,3.34535E+17,QSO,2.523684,297,51959,520
1.23765E+18,202.0273582,0.069326081,18.98317,17.05936,16.11063,15.68803,15.34374,752,301,4,390,3.34434E+17,GALAXY,0.08299268,297,51959,152
1.23765E+18,202.0498978,0.098527685,18.29785,17.03822,16.44737,16.12423,15.9331,752,301,4,391,3.35617E+17,GALAXY,0.03627707,298,51955,359
1.23765E+18,202.0484568,0.053272442,18.26802,16.51725,15.69098,15.29857,14.97496,752,301,4,391,3.35603E+17,GALAXY,0.04837273,298,51955,309
1.23765E+18,202.1735979,0.031096977,19.37397,18.30445,17.83904,17.5219,17.32981,752,301,4,391,3.34425E+17,GALAXY,0.05456623,297,51959,119
1.23765E+18,202.2047049,0.049508355,17.75635,16.04258,15.24174,14.87119,14.56691,752,301,4,392,3.35604E+17,GALAXY,0.04820528,298,51955,313
1.23765E+18,202.2085334,0.060809803,18.92176,17.50009,16.81148,16.44872,16.17148,752,301,4,392,3.34425E+17,GALAXY,0.09817744,297,51959,118
1.23765E+18,202.2812147,0.202294638,19.16412,17.21636,16.24926,15.83329,15.49397,752,301,4,392,3.34554E+17,GALAXY,0.1031832,297,51959,588
1.23765E+18,202.5356261,0.156098687,16.52433,14.93926,14.3851,16.7609,14.14241,752,301,4,394,3.35628E+17,STAR,-1.80E-05,298,51955,400
1.23765E+18,202.5631182,0.058300402,18.31795,18.02785,18.31443,18.54938,18.80129,752,301,4,394,4.56016E+18,STAR,-3.07E-06,4050,55599,972
1.23765E+18,202.5663701,0.096809412,18.45512,17.55157,17.30882,17.2269,17.2047,752,301,4,394,3.35627E+17,STAR,0.000239245,298,51955,394
1.23765E+18,202.4825189,0.118874637,18.06059,16.42393,15.60184,15.20249,14.85989,752,301,4,394,3.35627E+17,GALAXY,0.08337675,298,51955,396
1.23765E+18,202.7292321,0.122090233,19.22475,17.55623,16.48488,16.00925,15.6505,752,301,4,395,3.35627E+17,GALAXY,0.1516154,298,51955,397
1.23765E+18,202.9040525,0.190945047,18.4029,18.67346,19.14824,19.51975,19.6431,752,301,4,396,4.55554E+18,STAR,0.00012675,4046,55605,534
1.23765E+18,203.0538243,0.048544513,17.98456,16.73983,16.29163,16.14483,16.08927,752,301,4,397,3.35583E+17,STAR,0.000194473,298,51955,237
1.23765E+18,203.0626597,0.047925427,19.22375,18.45704,18.2862,18.22133,17.96667,752,301,4,397,4.55555E+18,QSO,2.354291,4046,55605,572
1.23765E+18,203.0785376,0.159319624,18.4065,17.46412,17.19024,17.0908,17.0921,752,301,4,398,4.55555E+18,STAR,-4.45E-05,4046,55605,566
1.23765E+18,203.1265701,0.014642859,19.36935,18.19838,18.29536,18.30812,18.36269,752,301,4,398,3.35581E+17,STAR,-9.30E-05,298,51955,228
1.23765E+18,203.1365105,0.060848723,18.7655,17.43858,16.87152,16.56178,16.48259,752,301,4,398,3.3558E+17,GALAXY,0.02165666,298,51955,224
1.23765E+18,203.261041,0.077179138,19.40266,18.53179,18.25611,18.15318,18.09651,752,301,4,399,4.55557E+18,STAR,0.001071428,4046,55605,654
1.23765E+18,156.7721218,0.832028278,19.59906,18.33547,18.39017,18.49881,18.59277,756,301,5,273,3.0746E+17,STAR,2.48E-05,273,51957,325
1.23765E+18,156.6518906,0.735598038,19.51674,17.44206,16.42658,15.9675,15.59328,756,301,5,273,3.06395E+17,GALAXY,0.1057054,272,51941,545
1.23765E+18,156.7650328,0.699870899,19.07736,17.06346,16.04441,15.6052,15.2357,756,301,5,273,3.07464E+17,GALAXY,0.1057171,273,51957,339
1.23765E+18,156.8952484,0.796079216,17.18925,15.98545,15.53578,15.36095,15.28022,756,301,5,274,3.07464E+17,STAR,0.000350543,273,51957,340
1.23765E+18,156.901666,0.758158709,19.2857,19.10529,18.95494,18.99968,18.86755,756,301,5,274,3.07463E+17,QSO,0.9144359,273,51957,335
1.23765E+18,156.8085122,0.818741982,18.57648,17.00995,16.2635,15.90564,15.64535,756,301,5,274,3.06415E+17,GALAXY,0.03168469,272,51941,619
1.23765E+18,157.2337905,0.770959476,18.97584,18.00307,17.6682,17.51378,17.46934,756,301,5,277,3.07472E+17,STAR,0.000644809,273,51957,369
1.23765E+18,157.3832,0.757385188,19.03208,17.92422,17.84898,17.8868,17.89835,756,301,5,278,3.07474E+17,STAR,0.00059867,273,51957,377
1.23765E+18,157.3897695,0.664233286,19.53235,17.74739,16.76812,16.32729,15.9744,756,301,5,278,3.07473E+17,GALAXY,0.09667995,273,51957,372
1.23765E+18,157.3945648,0.805325304,18.59346,17.10492,16.32561,15.92187,15.62621,756,301,5,278,3.07474E+17,GALAXY,0.05115105,273,51957,374
1.23765E+18,157.4587792,0.635570475,19.04427,17.65329,16.91657,16.46498,16.15501,756,301,5,278,3.07474E+17,GALAXY,0.09626278,273,51957,376
1.23765E+18,157.6012038,0.637089203,17.91168,16.92295,16.47628,16.24303,16.04051,756,301,5,279,3.07484E+17,GALAXY,0.02889339,273,51957,413
1.23765E+18,157.6446988,0.816092916,19.07534,18.09572,17.70908,17.55906,17.49908,756,301,5,279,3.07484E+17,STAR,6.46E-05,273,51957,411
1.23765E+18,157.8058377,0.79003975,19.11586,17.94378,18.05203,18.18766,18.29054,756,301,5,280,3.07496E+17,STAR,0.00056038,273,51957,456
1.23765E+18,157.7374597,0.746968531,18.90058,17.60722,16.84225,16.41111,16.09988,756,301,5,280,3.07496E+17,GALAXY,0.09942333,273,51957,454
1.23765E+18,157.7587352,0.767368382,19.12449,18.22033,17.88967,17.58995,17.53048,756,301,5,280,3.07497E+17,GALAXY,0.09899052,273,51957,458
1.23765E+18,157.8635929,0.768466605,18.8987,17.39146,16.578,16.15617,15.841,756,301,5,281,3.07494E+17,GALAXY,0.09558981,273,51957,448
1.23765E+18,158.0109635,0.837199949,18.94138,17.25409,16.34307,15.8991,15.55957,756,301,5,282,3.07495E+17,GALAXY,0.09934915,273,51957,452
1.23765E+18,158.0242605,0.629883707,19.59087,17.6812,16.73215,16.24731,15.89347,756,301,5,282,3.07505E+17,GALAXY,0.06497008,273,51957,489
1.23765E+18,158.0569735,0.709313995,18.73335,16.81311,15.86671,15.44,15.09746,756,301,5,282,3.07495E+17,GALAXY,0.09947041,273,51957,451
1.23765E+18,158.2596027,0.630420611,19.53537,18.29675,17.73877,17.37401,17.18549,756,301,5,283,3.07519E+17,GALAXY,0.1177771,273,51957,538
1.23765E+18,158.4111775,0.707358904,19.46434,19.13161,18.61824,18.38221,18.06882,756,301,5,284,3.07526E+17,QSO,0.3605878,273,51957,564
1.23765E+18,158.5075827,0.803300628,17.89702,16.88423,16.63092,16.55843,16.54659,756,301,5,285,3.07528E+17,STAR,-2.81E-06,273,51957,574
1.23765E+18,158.4691316,0.734251181,19.0757,17.52703,16.52391,15.78879,15.4451,756,301,5,285,3.0753E+17,QSO,0.1312082,273,51957,579
1.23765E+18,158.7107563,0.676398786,16.96598,15.19288,14.40707,14.01788,13.72297,756,301,5,286,3.0754E+17,GALAXY,0.03203462,273,51957,616
1.23765E+18,158.6115299,0.670521953,19.04733,17.57475,16.8489,16.45473,16.19681,756,301,5,286,3.0753E+17,GALAXY,0.1017605,273,51957,578
1.23765E+18,158.7656969,0.647286834,18.54875,17.2275,16.68754,16.33424,16.12362,756,301,5,287,3.07541E+17,GALAXY,0.05588527,273,51957,619
1.23765E+18,158.8914483,0.820855365,18.90018,17.75432,17.32603,17.16776,17.07379,756,301,5,288,3.08593E+17,STAR,0.000298596,274,51913,350
1.23765E+18,158.9024585,0.688020459,17.56835,16.5251,16.31972,16.25974,16.25105,756,301,5,288,3.07539E+17,STAR,0.000357425,273,51957,613
1.23765E+18,159.0133713,0.792386135,19.21362,19.07979,19.05383,18.93464,18.9802,756,301,5,288,3.07539E+17,QSO,1.459537,273,51957,611
1.23765E+18,159.1070952,0.691486058,18.63499,18.26156,18.22407,18.12483,18.15553,756,301,5,289,3.0754E+17,QSO,0.6539512,273,51957,617
1.23765E+18,159.3388221,0.830695949,19.57189,17.46902,16.38713,15.93416,15.58698,756,301,5,291,3.08593E+17,GALAXY,0.122065,274,51913,349
1.23765E+18,159.5007377,0.806104903,19.21813,17.86672,17.08195,16.65679,16.38265,756,301,5,292,3.08604E+17,GALAXY,0.1218275,274,51913,389
1.23765E+18,159.5704733,0.669742757,19.40006,17.39215,16.49324,16.06934,15.75228,756,301,5,292,3.08603E+17,GALAXY,0.06587137,274,51913,386
1.23765E+18,159.592068,0.819844093,18.05873,16.62534,15.93321,15.52947,15.25512,756,301,5,292,3.08602E+17,GALAXY,0.05103173,274,51913,384
1.23765E+18,159.6277211,0.811520709,19.23807,18.14504,17.63919,17.29317,17.1258,756,301,5,293,3.08603E+17,GALAXY,0.11535,274,51913,387
1.23765E+18,159.8070179,0.70257841,19.2222,17.69105,17.00965,16.58371,16.31236,756,301,5,294,3.08615E+17,GALAXY,0.1078745,274,51913,429
1.23765E+18,159.8341439,0.637330186,18.44902,16.42925,15.44031,14.94453,14.58471,756,301,5,294,3.08617E+17,GALAXY,0.08006289,274,51913,437
1.23765E+18,159.8535618,0.6612882,19.47313,18.11729,17.60119,17.27324,17.10882,756,301,5,294,3.08612E+17,GALAXY,0.08026232,274,51913,421
1.23765E+18,159.9468398,0.717252102,19.24465,18.19994,17.85101,17.56373,17.48061,756,301,5,295,3.08614E+17,GALAXY,0.08014129,274,51913,426
1.23765E+18,159.979003,0.688743463,18.90791,16.96309,16.05193,15.61976,15.27147,756,301,5,295,3.08629E+17,GALAXY,0.05083571,274,51913,480
1.23765E+18,160.0030418,0.691705903,17.60548,16.46694,15.92924,15.59998,15.38998,756,301,5,295,3.08626E+17,GALAXY,0.05120463,274,51913,471
1.23765E+18,160.0165069,0.660429278,18.72284,16.93864,16.01935,15.57325,15.2256,756,301,5,295,3.08626E+17,GALAXY,0.09736669,274,51913,469
1.23765E+18,160.0200599,0.764686114,19.54963,17.58287,16.45092,15.95997,15.5414,756,301,5,295,3.08627E+17,GALAXY,0.1328742,274,51913,474
1.23765E+18,160.1436883,0.817416633,17.68877,15.87753,14.97462,14.50853,14.19058,756,301,5,296,3.08627E+17,GALAXY,0.06582478,274,51913,473
1.23765E+18,160.1862629,0.787206899,18.26329,16.8078,16.12281,15.7339,15.46403,756,301,5,296,3.08634E+17,GALAXY,0.0650432,274,51913,500
1.23765E+18,160.2127697,0.804798083,18.9158,17.42592,16.71157,16.30406,16.02871,756,301,5,296,3.08631E+17,GALAXY,0.05986328,274,51913,488
1.23765E+18,160.3677241,0.780646616,18.68836,17.64929,17.48852,17.47167,17.47244,756,301,5,297,3.08635E+17,STAR,0.000622244,274,51913,505
1.23765E+18,160.2606795,0.828794828,18.18992,16.73129,16.06364,15.68037,15.4111,756,301,5,297,3.09718E+17,GALAXY,0.06515635,275,51910,348
1.23765E+18,113.4748105,36.67610135,19.05394,18.03779,17.64207,17.42107,17.37339,1350,301,3,38,2.31163E+18,STAR,0.000371134,2053,53446,569
1.23765E+18,113.2382027,36.62305633,19.54105,17.80772,17.18664,16.92111,16.79448,1350,301,3,38,2.31162E+18,STAR,-0.000123644,2053,53446,523
1.23765E+18,113.4118993,36.61950328,19.41679,18.34421,18.0573,17.83603,17.72088,1350,301,3,38,4.12322E+18,STAR,-0.000186512,3662,55182,652
1.23765E+18,113.4575216,36.75346453,18.82265,17.26399,16.68609,16.51951,16.39104,1350,301,3,39,4.85285E+17,STAR,6.33E-05,431,51877,82
1.23765E+18,113.5155976,36.78453663,16.77502,15.28229,14.66357,14.42917,14.30166,1350,301,3,39,2.31165E+18,STAR,-8.91E-05,2053,53446,636
1.23765E+18,113.6104069,36.92400886,19.52014,17.81717,16.84697,16.42664,16.0725,1350,301,3,40,4.85279E+17,GALAXY,0.1148717,431,51877,59
1.23765E+18,113.5183405,37.02145411,15.56055,14.50712,14.2565,14.18052,14.19483,1350,301,3,41,2.31164E+18,STAR,2.36E-06,2053,53446,621
1.23765E+18,113.6115883,37.0521695,18.74983,17.79043,17.48982,17.38577,17.36687,1350,301,3,41,4.12323E+18,STAR,0.000382161,3662,55182,684
1.23765E+18,113.6205091,37.12208956,18.87166,17.30847,16.59442,16.28795,16.14777,1350,301,3,41,2.31164E+18,STAR,0.00020161,2053,53446,622
1.23765E+18,113.7506984,37.06533566,18.18226,17.25549,16.94373,16.83162,16.81271,1350,301,3,41,4.12324E+18,STAR,0.000265116,3662,55182,694
1.23765E+18,113.5514321,37.0804117,19.32742,18.00002,17.30012,16.93287,16.66632,1350,301,3,41,4.85308E+17,GALAXY,0.09730962,431,51877,164
1.23765E+18,113.6742455,37.05929203,19.36069,17.84659,17.16759,16.87554,16.71616,1350,301,3,41,2.31164E+18,STAR,0.000216464,2053,53446,627
1.23765E+18,113.7139302,37.14597197,18.9094,17.07146,16.17699,15.73976,15.40408,1350,301,3,42,4.85304E+17,GALAXY,0.05795819,431,51877,148
1.23765E+18,113.680417,37.22834081,19.28744,17.81479,17.46476,17.14365,17.07249,1350,301,3,42,4.85302E+17,GALAXY,0.05694966,431,51877,143
1.23765E+18,113.7961704,37.23879078,18.79229,17.73917,17.36663,17.24654,17.37874,1350,301,3,43,4.85293E+17,STAR,-1.50E-05,431,51877,109
1.23765E+18,113.7452009,37.24571263,19.5758,19.25858,18.88959,18.82517,18.76248,1350,301,3,43,4.85304E+17,QSO,1.12844,431,51877,149
1.23765E+18,114.0078961,37.73789618,19.13069,17.22554,16.2269,15.7779,15.40719,1350,301,3,46,4.85296E+17,GALAXY,0.09801672,431,51877,120
1.23765E+18,114.0934356,37.73825853,19.39792,18.71139,18.25675,17.92407,17.93282,1350,301,3,46,4.85285E+17,GALAXY,0.201891,431,51877,80
1.23765E+18,114.1793923,37.78064674,19.17395,17.98863,17.8151,17.78099,17.81159,1350,301,3,47,4.85405E+17,STAR,-4.21E-05,431,51877,518
1.23765E+18,114.2788289,37.74360198,18.71708,17.47001,16.90953,16.58028,16.36956,1350,301,3,47,4.85404E+17,GALAXY,0.08619616,431,51877,515
1.23765E+18,114.0655806,37.81522906,18.98151,17.84912,17.34449,17.02929,16.80953,1350,301,3,47,4.854E+17,GALAXY,0.05903854,431,51877,497
1.23765E+18,114.23492,37.98146536,19.2458,17.14514,16.09965,15.62631,15.23915,1350,301,3,48,4.12199E+18,GALAXY,0.09441527,3661,55614,240
1.23765E+18,114.2372953,38.00358065,18.34948,16.87376,16.10061,15.66937,15.37549,1350,301,3,48,4.85403E+17,GALAXY,0.08565119,431,51877,508
1.23765E+18,114.4390623,38.0488768,19.06858,17.84411,17.7943,17.82878,17.90566,1350,301,3,49,4.85415E+17,STAR,9.61E-05,431,51877,553
1.23765E+18,114.496497,38.02957924,18.75259,17.82664,17.50227,17.37542,17.35015,1350,301,3,49,4.12885E+18,STAR,-5.10E-05,3667,55566,630
1.23765E+18,114.6306472,38.27912439,18.85049,17.67038,17.02587,16.81369,16.82788,1350,301,3,51,4.12215E+18,STAR,6.18E-05,3661,55614,856
1.23765E+18,114.5286492,38.37858028,19.12638,19.06877,18.75307,18.67494,18.6699,1350,301,3,51,4.85412E+17,QSO,1.292629,431,51877,541
1.23765E+18,114.5022183,38.31128893,18.68468,17.59153,16.96103,16.52149,16.31646,1350,301,3,51,4.85412E+17,GALAXY,0.1213697,431,51877,543
1.23765E+18,115.0263174,38.81347609,18.78767,18.66628,18.35884,18.21243,18.22741,1350,301,3,55,4.86412E+17,QSO,1.314851,432,51884,86
